# RNG values from fpga-serial provider
# Format: timestamp_ms,random_value
1752022819174,0.9166880129
1752022819201,0.8736439242
1752022819228,0.3683778526
1752022819257,0.7461005588
1752022819285,0.7251196112
1752022819313,0.1956850556
1752022819342,0.8485160546
1752022819369,0.3613047473
1752022819397,0.5267881929
1752022819424,0.5265231204
1752022819452,0.5916835078
1752022819480,0.5069242228
1752022819507,0.4468617713
1752022819533,0.2198080766
1752022819560,0.2843176879
1752022819587,0.5388703867
1752022819615,0.1893458548
1752022819643,0.0762842817
1752022819670,0.6824859941
1752022819696,0.1617471234
1752022819722,0.1147719848
1752022819747,0.0808878904
1752022819774,0.2178623332
1752022819800,0.0895089261
1752022819828,0.4764211330
1752022819856,0.9619630168
1752022819883,0.8884136853
1752022819911,0.7931120737
1752022819938,0.3808938231
1752022819965,0.3311607336
1752022819993,0.0650241594
1752022820019,0.6056870966
1752022820049,0.1767914922
1752022820076,0.8858562165
1752022820103,0.0336493158
1752022820129,0.1761890236
1752022820156,0.0318220949
1752022820184,0.5088314613
1752022820211,0.1243007633
1752022820240,0.2128132431
1752022820267,0.1388209104
1752022820294,0.5263461348
1752022820322,0.5886711147
1752022820349,0.2356839520
1752022820377,0.2315257183
1752022820405,0.1234487621
1752022820433,0.9078899314
1752022820460,0.7704403649
1752022820493,0.8829091349
1752022820521,0.4816063148
1752022820546,0.0556153571
1752022820573,0.0347557159
1752022820600,0.8962474293
1752022820627,0.2184503279
1752022820655,0.7190412566
1752022820681,0.3842877800
1752022820709,0.5293159379
1752022820736,0.8123175359
1752022820764,0.3147285351
1752022820790,0.2818353123
1752022820817,0.1879961484
1752022820844,0.3324046736
1752022820872,0.2263525306
1752022820903,0.2964993027
1752022820934,0.5919284687
1752022820961,0.0440106602
1752022820988,0.0872001471
1752022821014,0.2547749389
1752022821040,0.0102219461
1752022821066,0.4460011868
1752022821092,0.2538778908
1752022821118,0.6910787548
1752022821144,0.7499679906
1752022821170,0.7115171993
1752022821196,0.5352480259
1752022821223,0.7066155331
1752022821249,0.3459728752
1752022821274,0.8101520242
1752022821300,0.7009958403
1752022821326,0.2327530755
1752022821352,0.5230181074
1752022821378,0.8898626086
1752022821404,0.7363468368
1752022821430,0.9112006076
1752022821456,0.5196704442
1752022821483,0.3542059400
1752022821509,0.5664779790
1752022821534,0.7191614399
1752022821560,0.2158815121
1752022821586,0.3092166414
1752022821612,0.4428544139
1752022821637,0.7467426883
1752022821664,0.3862614681
1752022821690,0.4681616052
1752022821716,0.1937159556
1752022821742,0.0387790452
1752022821771,0.7970797882
1752022821799,0.1239293865
1752022821826,0.8900640586
1752022821853,0.1062168991
1752022821878,0.3030128114
1752022821906,0.8559313845
1752022821934,0.3810011729
1752022821962,0.1342657809
1752022821990,0.6221840448
1752022822018,0.2466277169
1752022822044,0.8171966082
1752022822070,0.1365225115
1752022822098,0.9905857025
1752022822126,0.8512346905
1752022822151,0.2241727138
1752022822178,0.1004322442
1752022822205,0.7488307845
1752022822231,0.6772177484
1752022822258,0.6701222529
1752022822285,0.6526511562
1752022822311,0.2675863444
1752022822337,0.6903456446
1752022822366,0.6515951431
1752022822394,0.9995399062
1752022822420,0.7522771498
1752022822448,0.4575689140
1752022822475,0.2638139383
1752022822502,0.5454728779
1752022822529,0.4421560397
1752022822557,0.4712869768
1752022822586,0.1293543829
1752022822613,0.3743954288
1752022822639,0.6352087619
1752022822666,0.7407744259
1752022822692,0.2289665866
1752022822718,0.6852742268
1752022822744,0.6183860811
1752022822771,0.1261215655
1752022822797,0.6013154920
1752022822822,0.8528056629
1752022822850,0.2560383196
1752022822877,0.5050087570
1752022822905,0.5066537516
1752022822931,0.6790278805
1752022822960,0.8349236173
1752022822986,0.2839961150
1752022823013,0.7455570606
1752022823040,0.1027104310
1752022823066,0.8858353272
1752022823093,0.9438785342
1752022823120,0.2844622883
1752022823146,0.0575421096
1752022823172,0.5410570264
1752022823199,0.6172219328
1752022823226,0.2966177872
1752022823254,0.8718221264
1752022823280,0.0456927414
1752022823307,0.7803880858
1752022823335,0.5256951234
1752022823363,0.4850975618
1752022823390,0.0436610668
1752022823419,0.8145676390
1752022823445,0.2230126241
1752022823474,0.3860227550
1752022823502,0.5441146573
1752022823529,0.5620683307
1752022823556,0.3268247043
1752022823583,0.9667353211
1752022823610,0.8067472453
1752022823637,0.1557108260
1752022823663,0.1564966638
1752022823690,0.1053952638
1752022823716,0.9037280166
1752022823743,0.2371975480
1752022823770,0.5456361660
1752022823798,0.9076043339
1752022823826,0.6905002456
1752022823853,0.5606385657
1752022823883,0.8662106676
1752022823910,0.0981861940
1752022823937,0.9752022875
1752022823965,0.0359549963
1752022823991,0.4371351121
1752022824018,0.5011139849
1752022824046,0.2588961342
1752022824073,0.9358593961
1752022824100,0.6434011496
1752022824127,0.5180057638
1752022824155,0.5711344517
1752022824182,0.6325340026
1752022824209,0.6438245430
1752022824236,0.4778604082
1752022824263,0.8665324803
1752022824290,0.6690981103
1752022824318,0.6789230913
1752022824345,0.1473515060
1752022824373,0.6234797499
1752022824401,0.3498782714
1752022824428,0.1368147848
1752022824455,0.5278862718
1752022824482,0.4795560361
1752022824509,0.3673586348
1752022824536,0.9531381668
1752022824564,0.4775826913
1752022824592,0.8280201556
1752022824619,0.1690285262
1752022824647,0.2120327964
1752022824674,0.5533367462
1752022824702,0.2540602959
1752022824730,0.4032241060
1752022824756,0.5349356710
1752022824785,0.3296914886
1752022824812,0.2763267793
1752022824838,0.3358830938
1752022824865,0.1561013058
1752022824892,0.7678051528
1752022824919,0.3308689441
1752022824947,0.3523440909
1752022824974,0.1930348021
1752022825001,0.0375683371
1752022825030,0.3253475156
1752022825056,0.9728595046
1752022825084,0.2990061555
1752022825112,0.7693786888
1752022825139,0.1957170174
1752022825167,0.1209857436
1752022825193,0.4977354131
1752022825221,0.0326754572
1752022825248,0.8519998062
1752022825276,0.4068742412
1752022825304,0.4064838990
1752022825331,0.9223236255
1752022825360,0.6321222625
1752022825387,0.2490331298
1752022825413,0.7111554671
1752022825441,0.1871564652
1752022825469,0.0767071110
1752022825496,0.1458357624
1752022825524,0.3314837195
1752022825553,0.6423921223
1752022825582,0.2749602174
1752022825609,0.5328557092
1752022825636,0.5589952121
1752022825663,0.0743438706
1752022825690,0.5990191914
1752022825718,0.1278598602
1752022825744,0.4772767789
1752022825771,0.0667579852
1752022825797,0.3886778214
1752022825824,0.2830004367
1752022825851,0.8595914114
1752022825879,0.9106765294
1752022825907,0.3267033217
1752022825934,0.1085826636
1752022825962,0.2408072949
1752022825990,0.7915112832
1752022826018,0.1431426946
1752022826045,0.6071863227
1752022826073,0.3229059145
1752022826100,0.3875696499
1752022826128,0.7151363051
1752022826155,0.5118173038
1752022826182,0.3352714331
1752022826209,0.6182719242
1752022826236,0.3630360010
1752022826263,0.7284178498
1752022826289,0.5842284424
1752022826317,0.2423912061
1752022826344,0.5253202150
1752022826372,0.7019744678
1752022826399,0.4048014654
1752022826428,0.5291142358
1752022826456,0.1281831221
1752022826483,0.3764799788
1752022826510,0.3023975499
1752022826538,0.8564603948
1752022826564,0.7064084247
1752022826591,0.4243927965
1752022826618,0.7224340769
1752022826646,0.2154094847
1752022826673,0.2703981249
1752022826700,0.7287996823
1752022826727,0.4700912976
1752022826755,0.5753934091
1752022826783,0.9679975561
1752022826811,0.0689012506
1752022826839,0.1934119545
1752022826867,0.6185360485
1752022826894,0.8814479892
1752022826922,0.6356141839
1752022826949,0.5672521907
1752022826976,0.6633932804
1752022827003,0.6241924536
1752022827031,0.0347840877
1752022827058,0.1164094804
1752022827085,0.1133302718
1752022827113,0.4480968116
1752022827140,0.3622978715
1752022827168,0.7257457487
1752022827196,0.6425961546
1752022827223,0.0494631198
1752022827250,0.1930786740
1752022827278,0.7907512204
1752022827306,0.4007708606
1752022827334,0.8254149519
1752022827362,0.1733316563
1752022827388,0.6718629388
1752022827415,0.4687473314
1752022827442,0.5782396313
1752022827469,0.8130709591
1752022827497,0.9233592497
1752022827524,0.1701942641
1752022827552,0.6178948289
1752022827580,0.3240776980
1752022827606,0.9503803453
1752022827634,0.8072450985
1752022827660,0.3490314152
1752022827687,0.6461478781
1752022827713,0.1601926729
1752022827739,0.0703254268
1752022827765,0.2626537933
1752022827791,0.1699616141
1752022827817,0.3013792819
1752022827843,0.1993421708
1752022827870,0.2083921803
1752022827896,0.1188999855
1752022827923,0.9028312000
1752022827950,0.1653542908
1752022827976,0.7280939300
1752022828003,0.7245729218
1752022828031,0.8520955271
1752022828060,0.8989995278
1752022828088,0.9251653212
1752022828115,0.7046254700
1752022828144,0.7513036245
1752022828173,0.1910455681
1752022828201,0.1167167393
1752022828228,0.3438767212
1752022828256,0.4375231162
1752022828284,0.2081630326
1752022828311,0.0137972690
1752022828338,0.9903985579
1752022828365,0.5712388625
1752022828392,0.0274759641
1752022828419,0.0455738644
1752022828445,0.8562672154
1752022828474,0.4728148006
1752022828501,0.8627104375
1752022828528,0.1406371328
1752022828555,0.6088222348
1752022828582,0.5428183935
1752022828609,0.0528137242
1752022828636,0.1191875455
1752022828664,0.6761379451
1752022828692,0.1333482180
1752022828719,0.0867576630
